,time,average,size
127,11.604310989379883,7.022261429578066,706119
128,11.604365587234497,7.057781616846721,702114
129,12.903232336044312,7.1027466223790094,705043
130,12.90398359298706,7.147030874063041,699496
131,12.905360698699951,7.190654584855745,703762
132,12.905680179595947,7.23362470210943,707074
133,12.90596318244934,7.275955586291071,701730
134,12.90636396408081,7.31766231501544,708903
135,12.906523704528809,7.358756884055979,702049
136,12.906760931015015,7.39925326396079,708384
137,12.906944513320923,7.439164070115573,703309
138,12.907422304153442,7.4785040574108095,715989
139,12.90841293334961,7.517289120810372,706398
140,12.909057140350342,7.555528610310656,707294
141,12.909512996673584,7.593232725707578,705170
142,12.909969806671143,7.630412705294736,708602
143,12.910444974899292,7.667079596055879,700265
144,12.910758972167969,7.703242902098031,703026
145,14.206981658935547,7.747789057966781,702618
146,14.207465648651123,7.791732436134701,711813
147,14.213271856307983,7.835121216000737,702884
148,14.21372675895691,7.87793064917494,702262
149,14.214264392852783,7.920172874132792,697353
150,14.214497327804565,7.961857142037903,706443
151,14.214871406555176,8.002995393778148,705749
152,14.215320825576782,8.043598827972911,705272
153,14.215773582458496,8.08367788482022,702988
154,14.216580629348755,8.123244999301049,704154
155,14.216856718063354,8.162306612882858,696100
156,14.217406272888184,8.200874126640855,698590
157,14.217565059661865,8.238954449001747,707202
158,14.217819929122925,8.276557376549679,729567
159,14.218049049377441,8.313691699504853,722075
160,14.218399047851562,8.35036690042626,718630
161,15.511449337005615,8.394571112997738,716044
162,15.51211929321289,8.438237052753658,709440
163,15.517909288406372,8.481405785897882,700209
164,15.518585443496704,8.5240553595803,696081
165,15.51914644241333,8.566194462488932,698561
166,15.519278764724731,8.607829697831662,703234
167,15.519890308380127,8.648972915751594,701294
168,15.520328521728516,8.6896318246627,701240
169,15.520710229873657,8.729814638811,702913
170,15.520816802978516,8.769528101759347,707167
171,15.52130126953125,8.808782596920812,718658
172,15.521692752838135,8.847585545798946,702163
173,15.522229671478271,8.885945569509747,705103
174,15.52278757095337,8.923870380946568,702525
175,15.523427248001099,8.96136786314574,707371
176,15.523973941802979,8.99844473364663,698945
177,16.821665287017822,9.04239541091276,711345
178,16.821955680847168,9.085856641471054,712389
179,16.827779293060303,9.128867322868771,718715
180,16.828308582305908,9.171405672368424,697189
181,16.82888674736023,9.213479744209039,699461
182,16.82938814163208,9.255096729987306,705816
183,16.829739332199097,9.296263265868891,714133
184,16.82983136177063,9.336985255576469,713774
185,16.830154418945312,9.377271111293506,709199
186,16.83055591583252,9.417128249285692,706422
187,16.831249713897705,9.45656506558682,702904
188,16.831631898880005,9.495586583223293,699207
189,16.83198642730713,9.534199213981628,696896
190,16.832456827163696,9.572409986825514,698163
191,16.832302808761597,9.61022192860643,707110
192,16.832832098007202,9.647644779225088,697251
193,18.125012397766113,9.69134255045468,690601
194,18.125685453414917,9.734595590982682,691631
195,18.1318416595459,9.777438683169228,694984
196,18.13282537460327,9.8198518135826,684800
197,18.133761644363403,9.8618412571724,687674
198,18.134722471237183,9.903413524579761,687973
199,18.13561201095581,9.944574517011642,686252
200,18.136229038238525,9.985329017117248,686761
201,18.136759757995605,10.02568263464635,688684
202,18.137455463409424,10.065642106709221,686375
203,18.138101816177368,10.105212987637987,694206
204,18.138554334640503,10.144400018598976,694356
205,18.139130115509033,10.183209388001451,693985
206,18.13965940475464,10.221646344604123,690359
207,18.139873504638672,10.259714744411982,697882
208,18.140215396881104,10.297420489160638,693042
209,18.140718698501587,10.334769528252737,699073
210,18.873421669006348,10.375237073943513,687962
211,18.874116897583008,10.415326129715398,695782
212,18.88001322746277,10.455066444728295,690698
213,18.880655765533447,10.49443835744234,688102
214,18.881097078323364,10.53344607242318,689553
215,18.881558895111084,10.572094742898587,689117
216,18.88211178779602,10.610389752322078,688729
217,18.88257122039795,10.648335538872885,678899
218,18.883168935775757,10.685937517854176,686075
